Run,Assay Type,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,AvgSpotLen,Bases,Bytes,Library Name,Host,Collection_Date,BioSampleModel,isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Isolation_source,strain,collected_by,lat_lon,host_disease,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),sample_name,sample_type,AssemblyName,INSDC_center_name,REA,Description,external_id,Submitter_Id,passage_history,samp_size,identified_by,lab_host,common_name
ERR841810,WGS,SAMEA3321834,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921878,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321834,ERP010079,PRJEB9025,146,242725730,162686700,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696618,,,Glasgow Polyomics,,,,,,,,,
ERR841811,WGS,SAMEA3321835,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921879,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321835,ERP010079,PRJEB9025,146,235881250,163702036,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696619,,,Glasgow Polyomics,,,,,,,,,
ERR841812,WGS,SAMEA3321836,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921880,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321836,ERP010079,PRJEB9025,146,252917844,174679024,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696620,,,Glasgow Polyomics,,,,,,,,,
ERR841813,WGS,SAMEA3321837,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921881,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321837,ERP010079,PRJEB9025,146,258042882,178131417,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696621,,,Glasgow Polyomics,,,,,,,,,
ERR841814,WGS,SAMEA3321838,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921882,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321838,ERP010079,PRJEB9025,146,203922142,141298810,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696622,,,Glasgow Polyomics,,,,,,,,,
ERR841815,WGS,SAMEA3321839,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921883,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321839,ERP010079,PRJEB9025,146,212337728,147581205,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696623,,,Glasgow Polyomics,,,,,,,,,
ERR841816,WGS,SAMEA3321840,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921884,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321840,ERP010079,PRJEB9025,146,256954160,177706572,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696624,,,Glasgow Polyomics,,,,,,,,,
ERR841817,WGS,SAMEA3321841,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921885,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321841,ERP010079,PRJEB9025,146,292710874,203115117,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696625,,,Glasgow Polyomics,,,,,,,,,
ERR841818,WGS,SAMEA3321842,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921886,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321842,ERP010079,PRJEB9025,146,211262292,146822719,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696626,,,Glasgow Polyomics,,,,,,,,,
ERR841819,WGS,SAMEA3321843,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921887,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321843,ERP010079,PRJEB9025,146,227244766,157017050,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696627,,,Glasgow Polyomics,,,,,,,,,
ERR841820,WGS,SAMEA3321844,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921888,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321844,ERP010079,PRJEB9025,146,232152556,161003253,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696628,,,Glasgow Polyomics,,,,,,,,,
ERR841821,WGS,SAMEA3321845,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921889,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321845,ERP010079,PRJEB9025,146,254589982,175191162,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696629,,,Glasgow Polyomics,,,,,,,,,
ERR841822,WGS,SAMEA3321846,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921890,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321846,ERP010079,PRJEB9025,146,431139314,297534870,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696630,,,Glasgow Polyomics,,,,,,,,,
ERR841823,WGS,SAMEA3321847,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921891,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321847,ERP010079,PRJEB9025,146,203645910,141333961,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696631,,,Glasgow Polyomics,,,,,,,,,
ERR841824,WGS,SAMEA3321848,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921892,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321848,ERP010079,PRJEB9025,146,275461120,189487626,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696632,,,Glasgow Polyomics,,,,,,,,,
ERR841825,WGS,SAMEA3321849,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921893,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321849,ERP010079,PRJEB9025,146,228200482,158008657,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696633,,,Glasgow Polyomics,,,,,,,,,
ERR841826,WGS,SAMEA3321850,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921894,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321850,ERP010079,PRJEB9025,146,218962624,151653136,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696634,,,Glasgow Polyomics,,,,,,,,,
ERR841827,WGS,SAMEA3321851,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921895,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321851,ERP010079,PRJEB9025,146,219028616,151837743,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696635,,,Glasgow Polyomics,,,,,,,,,
ERR841828,WGS,SAMEA3321852,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921896,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321852,ERP010079,PRJEB9025,146,264894662,183495379,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696636,,,Glasgow Polyomics,,,,,,,,,
ERR841829,WGS,SAMEA3321853,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921897,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321853,ERP010079,PRJEB9025,146,228107918,157432122,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696637,,,Glasgow Polyomics,,,,,,,,,
ERR841830,WGS,SAMEA3321854,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921898,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321854,ERP010079,PRJEB9025,146,228795870,157188274,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696638,,,Glasgow Polyomics,,,,,,,,,
ERR841831,WGS,SAMEA3321855,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921899,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321855,ERP010079,PRJEB9025,146,211419826,147134066,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696639,,,Glasgow Polyomics,,,,,,,,,
ERR841832,WGS,SAMEA3321856,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921900,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321856,ERP010079,PRJEB9025,146,262851100,181711201,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696640,,,Glasgow Polyomics,,,,,,,,,
ERR841833,WGS,SAMEA3321857,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921901,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321857,ERP010079,PRJEB9025,146,233057318,161498035,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696641,,,Glasgow Polyomics,,,,,,,,,
ERR841834,WGS,SAMEA3321858,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921902,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321858,ERP010079,PRJEB9025,146,208691816,143256660,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696642,,,Glasgow Polyomics,,,,,,,,,
ERR841835,WGS,SAMEA3321859,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921903,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321859,ERP010079,PRJEB9025,146,255029150,173693899,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696643,,,Glasgow Polyomics,,,,,,,,,
ERR841836,WGS,SAMEA3321860,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921904,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321860,ERP010079,PRJEB9025,146,252807176,173901636,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696644,,,Glasgow Polyomics,,,,,,,,,
ERR841837,WGS,SAMEA3321861,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921905,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321861,ERP010079,PRJEB9025,146,241995000,164683317,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696645,,,Glasgow Polyomics,,,,,,,,,
ERR841838,WGS,SAMEA3321862,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921906,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321862,ERP010079,PRJEB9025,146,197862704,136503165,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696646,,,Glasgow Polyomics,,,,,,,,,
ERR841839,WGS,SAMEA3321863,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921907,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321863,ERP010079,PRJEB9025,146,267886202,183884305,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696647,,,Glasgow Polyomics,,,,,,,,,
ERR841840,WGS,SAMEA3321864,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921908,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321864,ERP010079,PRJEB9025,146,331873038,227409777,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696648,,,Glasgow Polyomics,,,,,,,,,
ERR841841,WGS,SAMEA3321865,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921909,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321865,ERP010079,PRJEB9025,146,208383026,142684280,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696649,,,Glasgow Polyomics,,,,,,,,,
ERR841842,WGS,SAMEA3321866,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921910,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321866,ERP010079,PRJEB9025,146,209600812,142941785,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696650,,,Glasgow Polyomics,,,,,,,,,
ERR841843,WGS,SAMEA3321867,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921911,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321867,ERP010079,PRJEB9025,146,377384158,257930100,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696651,,,Glasgow Polyomics,,,,,,,,,
ERR841844,WGS,SAMEA3321868,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921912,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321868,ERP010079,PRJEB9025,146,206393630,141227438,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696652,,,Glasgow Polyomics,,,,,,,,,
ERR841845,WGS,SAMEA3321869,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921913,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321869,ERP010079,PRJEB9025,146,244155508,167499428,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696653,,,Glasgow Polyomics,,,,,,,,,
ERR841846,WGS,SAMEA3321870,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921914,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321870,ERP010079,PRJEB9025,146,221833568,152610342,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696654,,,Glasgow Polyomics,,,,,,,,,
ERR841847,WGS,SAMEA3321871,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921915,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321871,ERP010079,PRJEB9025,146,286211976,195399900,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696655,,,Glasgow Polyomics,,,,,,,,,
ERR841848,WGS,SAMEA3321872,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921916,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321872,ERP010079,PRJEB9025,146,264118380,180769270,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696656,,,Glasgow Polyomics,,,,,,,,,
ERR841849,WGS,SAMEA3321873,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921917,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321873,ERP010079,PRJEB9025,146,180353508,122981909,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696657,,,Glasgow Polyomics,,,,,,,,,
ERR841850,WGS,SAMEA3321874,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921918,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321874,ERP010079,PRJEB9025,146,211201118,143601540,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696658,,,Glasgow Polyomics,,,,,,,,,
ERR841851,WGS,SAMEA3321875,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921919,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321875,ERP010079,PRJEB9025,146,438124976,299687674,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696659,,,Glasgow Polyomics,,,,,,,,,
ERR841852,WGS,SAMEA3321876,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921920,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321876,ERP010079,PRJEB9025,146,267571134,183134395,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696660,,,Glasgow Polyomics,,,,,,,,,
ERR841853,WGS,SAMEA3321877,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921921,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321877,ERP010079,PRJEB9025,146,211838262,144179668,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696661,,,Glasgow Polyomics,,,,,,,,,
ERR841854,WGS,SAMEA3321878,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921922,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321878,ERP010079,PRJEB9025,146,127842710,87679715,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696662,,,Glasgow Polyomics,,,,,,,,,
ERR841855,WGS,SAMEA3321879,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921923,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321879,ERP010079,PRJEB9025,146,261329196,177976663,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696663,,,Glasgow Polyomics,,,,,,,,,
ERR841856,WGS,SAMEA3321880,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921924,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321880,ERP010079,PRJEB9025,146,188773328,129432176,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696664,,,Glasgow Polyomics,,,,,,,,,
ERR841857,WGS,SAMEA3321881,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921925,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321881,ERP010079,PRJEB9025,146,216272866,146741517,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696665,,,Glasgow Polyomics,,,,,,,,,
ERR841858,WGS,SAMEA3321882,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921926,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321882,ERP010079,PRJEB9025,146,254240312,171757664,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696666,,,Glasgow Polyomics,,,,,,,,,
ERR841859,WGS,SAMEA3321883,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921927,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321883,ERP010079,PRJEB9025,146,270019846,183226033,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696667,,,Glasgow Polyomics,,,,,,,,,
ERR841860,WGS,SAMEA3321884,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921928,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321884,ERP010079,PRJEB9025,146,193981878,131278820,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696668,,,Glasgow Polyomics,,,,,,,,,
ERR841861,WGS,SAMEA3321885,GLASGOW POLYOMICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX921929,Illumina Genome Analyzer IIx,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2015-12-02T00:00:00Z,SAMEA3321885,ERP010079,PRJEB9025,146,246686126,167669524,unspecified,Cow,,,,,,,,,,,,2015-12-01,2018-11-16,ERS696669,,,Glasgow Polyomics,,,,,,,,,
