Run,BioProject,geo_loc_name_country,Center Name,Instrument,LibraryLayout,ReleaseDate,SRA Study,Bytes,Bases,Collection_Date
SRR7240252,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,307370306.0,502936933.0,not collected
SRR7240253,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,289748789.0,437883589.0,not collected
SRR7240254,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,344879710.0,570712605.0,not collected
SRR7240255,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,309853184.0,469341319.0,not collected
SRR7240256,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,203961222.0,326331857.0,not collected
SRR7240257,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,350316149.0,559127680.0,not collected
SRR7240258,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,275576304.0,394134165.0,not collected
SRR7240259,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,284007176.0,424964114.0,not collected
SRR7240260,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,244420747.0,406079484.0,not collected
SRR7240261,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,163079634.0,266903274.0,not collected
SRR7240262,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,154228484.0,247938465.0,not collected
SRR7240263,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,274510654.0,469995521.0,not collected
SRR7240264,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,279616804.0,461725813.0,not collected
SRR7240265,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,250202165.0,365297997.0,not collected
SRR7240266,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,238975304.0,403593718.0,not collected
SRR7240267,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,272969603.0,448254986.0,not collected
SRR7240268,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,230988941.0,383560728.0,not collected
SRR7240269,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,242344394.0,420852615.0,not collected
SRR7240270,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,359368854.0,569670365.0,not collected
SRR7240271,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,284874475.0,479781182.0,not collected
SRR7240272,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,328335100.0,550065078.0,not collected
SRR7240273,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,209757578.0,323013540.0,not collected
SRR7240274,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,287760104.0,469559958.0,not collected
SRR7240275,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,302160131.0,505525680.0,not collected
SRR7240276,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,349771897.0,620529530.0,not collected
SRR7240277,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,280503408.0,474458506.0,not collected
SRR7240278,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,273595737.0,455167602.0,not collected
SRR7240279,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,232861040.0,359228367.0,not collected
SRR7240280,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,272456685.0,459473953.0,not collected
SRR7240281,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,230743226.0,394380283.0,not collected
SRR7240282,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,270479843.0,399355947.0,not collected
SRR7240283,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,261698718.0,408662476.0,not collected
SRR7240284,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,193476887.0,286176211.0,not collected
SRR7240285,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,341535729.0,527590684.0,not collected
SRR7240286,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,215979470.0,327933590.0,not collected
SRR7240287,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,295532587.0,469228620.0,not collected
SRR7240288,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,265770658.0,419174647.0,not collected
SRR7240289,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,271870254.0,418218273.0,not collected
SRR7240290,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,308295293.0,492729905.0,not collected
SRR7240291,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,337888182.0,505833950.0,not collected
SRR7240292,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,363850830.0,523423641.0,not collected
SRR7240293,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,360023968.0,523449495.0,not collected
SRR7240294,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,353957507.0,515464544.0,not collected
SRR7240295,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,237363280.0,372894358.0,not collected
SRR7240296,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,260012774.0,417198028.0,not collected
SRR7240297,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,270889392.0,427935875.0,not collected
SRR7240298,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,356616897.0,528890823.0,not collected
SRR7240299,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,242776767.0,374439311.0,not collected
SRR7240300,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,253930370.0,402867784.0,not collected
SRR7240301,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,333969837.0,529215476.0,not collected
SRR7240302,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,284184135.0,441380219.0,not collected
SRR7240303,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,468455099.0,711757434.0,not collected
SRR7240304,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,312014318.0,447199787.0,not collected
SRR7240305,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,422583331.0,658320727.0,not collected
SRR7240306,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,283006137.0,405598361.0,not collected
SRR7240307,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,347994557.0,519584040.0,not collected
SRR7240308,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,323580911.0,462315821.0,not collected
SRR7240309,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,392659200.0,577676262.0,not collected
SRR7240310,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,295967930.0,441659676.0,not collected
SRR7240311,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,348671667.0,499600033.0,not collected
SRR7240312,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,337589942.0,487867669.0,not collected
SRR7240313,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,223573084.0,357442563.0,not collected
SRR7240314,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,313614046.0,445876057.0,not collected
SRR7240315,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,512263837.0,767610375.0,not collected
SRR7240316,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,318655358.0,449120007.0,not collected
SRR7240317,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,349372885.0,505253262.0,not collected
SRR7240318,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,197450037.0,311597549.0,not collected
SRR7240319,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,223243164.0,361330000.0,not collected
SRR7240320,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,343218176.0,536189683.0,not collected
SRR7240321,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,290883490.0,447093449.0,not collected
SRR7240322,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,236035389.0,384302596.0,not collected
SRR7240323,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,329385381.0,510935916.0,not collected
SRR7240324,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,312243687.0,491707151.0,not collected
SRR7240325,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,350259796.0,528624569.0,not collected
SRR7240326,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,309249447.0,492229626.0,not collected
SRR7240327,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,352746122.0,556328966.0,not collected
SRR7240328,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,270759075.0,436532207.0,not collected
SRR7240329,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,291074496.0,425857464.0,not collected
SRR7240330,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,351042352.0,523196043.0,not collected
SRR7240331,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,275701511.0,387352127.0,not collected
SRR7240332,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,383288030.0,551355379.0,not collected
SRR7240333,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,384661421.0,580784906.0,not collected
SRR7240334,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,347278200.0,519338754.0,not collected
SRR7240335,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,305052592.0,462598073.0,not collected
SRR7240336,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,218785436.0,324423006.0,not collected
SRR7240337,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,254316921.0,352848857.0,not collected
SRR7240338,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,303480371.0,448206326.0,not collected
SRR7240339,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,260241127.0,401941660.0,not collected
SRR7240340,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,221558885.0,352613152.0,not collected
SRR7240341,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,272329008.0,440615090.0,not collected
SRR7240342,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,226588392.0,387369593.0,not collected
SRR7240343,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-06-01T00:00:00Z,SRP053287,510923270.0,610655652.0,not collected
SRR7240344,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,140429763.0,248084517.0,not collected
SRR7240345,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,209556072.0,336219959.0,not collected
SRR7240346,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,266507281.0,429990640.0,not collected
SRR7240347,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,243153265.0,389237426.0,not collected
SRR7240348,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,252654209.0,406661886.0,not collected
SRR7240349,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,261326997.0,408852548.0,not collected
SRR7240350,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,163587750.0,255197989.0,not collected
SRR7240351,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,237590483.0,377773987.0,not collected
SRR7240352,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,259695662.0,442957441.0,not collected
SRR7240353,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,296137350.0,453304448.0,not collected
SRR7240354,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,313473218.0,468352521.0,not collected
SRR7240355,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,288314149.0,427423269.0,not collected
SRR7240356,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,285077360.0,423415020.0,not collected
SRR7240357,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,349866248.0,546818994.0,not collected
SRR7240358,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,172874334.0,274321938.0,not collected
SRR7240359,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,176723719.0,277725224.0,not collected
SRR7240360,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,401820765.0,582930188.0,not collected
SRR7240361,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,430381916.0,666229263.0,not collected
SRR7240362,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,337925343.0,481246574.0,not collected
SRR7240363,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,235600792.0,371401525.0,not collected
SRR7240364,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,286035618.0,478136019.0,not collected
SRR7240365,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,192922396.0,315533140.0,not collected
SRR7240366,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,249890686.0,432633715.0,not collected
SRR7240367,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,231293861.0,382781401.0,not collected
SRR7240368,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,263760271.0,428890916.0,not collected
SRR7240369,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,282548415.0,472236009.0,not collected
SRR7240370,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,270374393.0,456011023.0,not collected
SRR7240371,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,314892477.0,515478031.0,not collected
SRR7240372,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,64986272.0,109276639.0,not collected
SRR7240373,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,323303543.0,466585578.0,not collected
SRR7240374,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,117422203.0,185720952.0,not collected
SRR7240375,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,514744246.0,813751094.0,not collected
SRR7240376,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,200166232.0,309071806.0,not collected
SRR7240377,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,480742204.0,775786192.0,not collected
SRR7240378,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,406146480.0,628098553.0,not collected
SRR7240379,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,427581728.0,623223318.0,not collected
SRR7240380,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,636355388.0,963146160.0,not collected
SRR7240381,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,347979170.0,498948934.0,not collected
SRR7240382,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,350196443.0,509970172.0,not collected
SRR7240383,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,410802507.0,646897282.0,not collected
SRR7240384,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,322110125.0,463948595.0,not collected
SRR7240385,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,281998820.0,455674353.0,not collected
SRR7240386,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,289917582.0,453368609.0,not collected
SRR7240387,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,400716704.0,639268463.0,not collected
SRR7240388,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,299873342.0,493902954.0,not collected
SRR7240389,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,321520499.0,508714107.0,not collected
SRR7240390,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,350686135.0,531493105.0,not collected
SRR7240391,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,314845070.0,497158367.0,not collected
SRR7240392,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,246205013.0,387544470.0,not collected
SRR7240393,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,272431799.0,414001309.0,not collected
SRR7240394,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,318634723.0,506525476.0,not collected
SRR7240395,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,260301975.0,423618010.0,not collected
SRR7240396,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,294515766.0,480863259.0,not collected
SRR7240397,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,356613986.0,520566210.0,not collected
SRR7240398,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,341608846.0,520235707.0,not collected
SRR7240399,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,260306491.0,425642784.0,not collected
SRR7240400,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,218872005.0,342183878.0,not collected
SRR7240401,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,330009835.0,526428383.0,not collected
SRR7240402,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,294998924.0,481257273.0,not collected
SRR7240403,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,423156028.0,633713231.0,not collected
SRR7240404,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,396783016.0,609899513.0,not collected
SRR7240405,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,326443550.0,485440233.0,not collected
SRR7240406,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,402621805.0,665410756.0,not collected
SRR7240407,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,315965222.0,545601663.0,not collected
SRR7240408,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,380323515.0,647599683.0,not collected
SRR7240409,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,252229030.0,403642589.0,not collected
SRR7240410,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,286914380.0,448067482.0,not collected
SRR7240411,PRJNA251692,uncalculated,USDA-NVSL-DBL,Illumina MiSeq,PAIRED,2018-05-31T00:00:00Z,SRP053287,273170946.0,441295549.0,not collected
